day	temperaturemin	temperaturemax	precipitation	avgwindspeed	fastest2minwindspeed	fastest5secwindspeed
3146	64.9	87.1	0	3.13	12.08	17
3147	63	88	0	2.46	12.08	18.12
3148	64.9	88	0	3.36	12.97	18.12
3149	66	91	0	2.68	8.95	14.09
3150	69.1	91.9	0	3.13	8.05	12.97
3151	69.1	95	0	4.25	12.97	17
3152	73.9	84.9	0	5.82	19.91	25.95
3153	72	89.1	0.19	6.49	21.92	27.96
3154	72	90	0	4.25	10.07	21.03
3155	70	88	0	5.59	16.11	21.92
3156	66	87.1	0	4.7	12.97	21.92
3157	61	87.1	0	1.34	8.95	23.94
3158	72	91.9	0.89	3.58	17	29.08
3159	72	89.1	0	2.91	8.95	14.09
3160	69.1	82	0	6.26	12.97	16.11
3161	64.9	84	0	6.49	14.99	21.03
3162	60.1	87.1	0	4.25	12.97	23.04
3163	60.1	86	0	2.01	12.08	16.11
3164	63	86	0	2.46	10.07	14.99
3165	66.9	77	1.75	2.24	18.12	21.03
3166	66.9	91	0	1.12	8.05	12.08
3167	68	93.9	0.1	3.36	18.12	23.94
3168	69.1	91	0	0.45	6.93	8.95
3169	68	91.9	0	2.68	23.04	29.08
3170	69.1	86	0	6.71	19.91	25.05
3171	66	81	0	6.04	14.09	17
3172	71.1	87.1	0	4.03	12.08	16.11
3173	70	89.1	0.04	2.01	10.07	14.99
3174	71.1	91	0.21	6.04	25.95	31.99
3175	71.1	89.1	0.21	6.04	19.91	25.95
3176	70	84	0	2.24	8.95	14.09
3177	68	78.1	0.34	6.26	18.12	27.96
3178	55	75.9	0	4.25	14.09	21.92
3179	48	78.1	0	1.12	12.08	16.11
3180	50	82	0	2.01	12.08	17
3181	52	81	0	1.57	8.95	12.97
3182	60.1	84	0	1.57	8.95	14.99
3183	55.9	84	0	3.8	12.08	19.91
3184	62.1	87.1	0	1.57	10.07	12.97
3185	62.1	86	0	4.7	12.97	17
3186	64.9	79	0	6.26	12.08	16.11
3187	66	79	0	9.4	18.12	25.05
3188	63	77	0	9.17	17	23.04
3189	60.1	75.9	0.2	9.17	18.12	25.95
3190	64	70	1.42	11.41	19.91	29.08
3191	64	69.1	1.02	12.3	18.12	25.95
3192	64	77	0.03	10.96	18.12	25.95
3193	70	80.1	0.28	8.72	21.03	29.08
3194	73.9	82	0.9	5.59	12.97	18.12
3195	66	82.9	0.06	4.7	18.12	29.08
3196	57.9	66	0.34	10.74	19.91	25.95
3197	55	60.1	2.07	14.54	23.04	33.11
3198	53.1	68	1.23	12.08	19.91	29.08
3199	57.9	69.1	0.13	17.67	25.95	36.91
3200	55.9	60.1	0.12	11.18	18.12	29.97
3201	51.1	73	0	5.14	16.11	21.92
3202	52	81	0	0.22	6.93	14.09
3203	57	82.9	0	2.24	10.07	17
3204	60.1	82	0	8.5	21.03	25.05
3205	55.9	66.9	0.18	6.93	17	23.94
3206	52	72	0	4.47	12.97	17
3207	51.1	78.1	0	2.91	12.97	17
3208	60.1	79	0	9.4	17	23.04
3209	52	77	0	2.46	14.99	19.91
3210	46.9	73	0	2.91	10.07	18.12
3211	46.9	68	0.01	2.24	8.05	12.08
3212	39	66.9	0	3.13	12.08	17
3213	33.1	57.9	0	3.36	12.08	18.12
3214	32	60.1	0	1.79	10.07	14.09
3215	34	70	0	2.91	10.07	16.11
3216	37.9	75.9	0	1.34	10.07	12.97
3217	41	79	0	2.01	12.08	16.11
3218	48.9	79	0	4.92	14.99	19.91
3219	51.1	71.1	0	4.25	10.07	16.11
3220	55.9	77	0	3.8	12.97	16.11
3221	52	64	0	9.84	18.12	23.04
3222	50	63	0.47	10.51	19.91	27.96
3223	63	73	0.46	10.29	17	23.94
3224	57	73.9	0.05	6.71	12.97	17
3225	45	68	0	2.68	8.95	14.99
3226	39.9	66	0	3.13	8.95	12.08
3227	55	63	0.15	2.01	8.05	10.07
3228	59	66	1.52	4.7	12.08	14.99
3229	59	64.9	0.53	4.92	10.07	14.09
3230	59	70	0	3.13	8.95	12.97
3231	63	73.9	0	2.46	6.93	12.97
3232	64.9	75.9	0	9.62	23.94	29.08
3233	59	72	0.54	5.37	17	23.04
3234	50	59	0	9.17	18.12	25.05
3235	46.9	55	1.45	8.05	16.11	21.03
3236	48	69.1	0.22	1.79	10.07	14.99
3237	46	68	0	2.01	8.05	12.97
3238	45	77	0	7.61	23.94	31.09
3239	44.1	66	0	5.82	16.11	23.04
3240	34	60.1	0	3.36	12.97	18.12
3241	31.1	64	0	0.67	6.93	8.95
3242	36	64.9	0	0.67	8.05	12.08
3243	37.9	66.9	0	4.25	14.09	18.12
3244	53.1	72	0	9.4	19.91	25.05
3245	55.9	73	1.86	6.49	17	25.05
3246	39.9	62.1	0	3.13	14.99	21.03
3247	32	60.1	0	1.34	10.07	12.97
3248	36	52	0	3.36	12.97	21.03
3249	29.1	46.9	0	2.01	10.07	17
3250	27.1	57	0	0.67	6.93	10.07
3251	30.2	59	0	2.91	10.07	16.11
3252	39	70	0	3.36	10.07	12.97
3253	43	71.1	0	0.89	6.93	8.95
3254	45	71.1	0	1.79	10.07	14.09
3255	48.9	73.9	0.13	2.01	12.08	14.09
3256	45	60.1	0.74	6.93	14.09	18.12
3257	43	53.1	0.04	2.01	6.93	14.09
3258	52	64	0.04	7.61	17	21.92
3259	39	57.9	0	4.25	12.97	23.04
3260	33.1	54	0	2.01	10.07	14.99
3261	29.1	55.9	0	3.8	14.99	21.03
3262	29.1	60.1	0	1.12	6.04	8.95
3263	41	57.9	0	1.34	6.93	10.07
3264	36	61	0	2.24	10.07	14.09
3265	42.1	64	0	4.7	16.11	21.03
3266	44.1	66.9	0	3.58	12.08	14.99
3267	50	71.1	0	6.26	12.97	16.11
3268	53.1	75	0	4.47	12.08	14.09
3269	50	73	0	2.91	10.07	14.09
3270	62.1	75	0.04	10.74	23.04	29.97
3271	48	72	0	5.59	18.12	25.05
3272	43	64.9	0	4.7	12.08	16.11
3273	51.1	59	0.89	2.01	14.09	21.92
3274	37	59	0.16	6.26	16.11	29.08
3275	26.2	48	0	6.71	21.03	25.95
3276	27.1	54	0	2.01	8.05	12.97
3277	36	57	0	2.01	6.93	10.07
3278	51.1	64.9	0.66	4.92	16.11	23.04
3279	61	73	1.68	9.17	29.08	35.12
3280	66	77	0.04	12.75	23.04	29.97
3281	64.9	73.9	0	8.05	17	21.03
3282	63	73.9	0.01	2.91	8.95	12.08
3283	64	75.9	0	9.4	21.92	25.95
3284	51.1	68	0.15	8.95	21.92	29.08
3285	53.1	73.9	0.1	4.25	17	23.04
3286	63	66.9	1.79	5.14	14.99	23.94
3287	51.1	66	0.47	4.47	14.09	17
3288	43	51.1	0	2.68	8.95	14.99
3289	32	52	0	2.24	8.95	14.99
3290	31.1	53.1	0	3.36	10.07	14.09
3291	29.1	43	0	4.7	16.11	21.92
3292	23.2	34	0	6.26	14.99	21.03
3293	21.2	45	0	3.58	12.08	14.99
3294	37	44.1	0	5.82	10.07	14.09
3295	39.9	46.9	0.04	4.03	12.08	14.09
3296	45	54	0.18	5.82	21.03	27.96
3297	37	63	0.05	11.86	25.05	36.91
3298	27.1	45	0	3.58	12.97	17
3299	28.2	54	0	9.17	27.96	31.99
3300	27.1	43	0	3.36	12.08	18.12
3301	27.1	60.1	0	5.82	16.11	21.92
3302	35.1	51.1	0.37	5.59	25.05	31.09
3303	42.1	61	0	6.93	14.09	23.94
3304	29.1	42.1	0.13	4.47	12.97	0
3305	22.1	35.1	0	4.03	14.09	21.03
3306	18.1	32	0	4.47	14.09	23.04
3307	18.1	39	0	4.25	16.11	21.03
3308	26.2	44.1	0	3.8	12.08	17
3309	25.2	32	0.95	12.3	25.05	36.01
3310	24.3	32	0.01	7.83	16.11	25.95
3311	28.2	46.9	0	2.46	10.07	16.11
3312	24.3	52	0	4.7	12.97	16.11
3313	35.1	61	0	6.26	17	21.03
3314	39.9	52	0	4.92	14.09	18.12
3315	34	45	0	2.01	6.93	14.99
3316	31.1	54	0	5.82	18.12	31.99
3317	26.2	55.9	0	5.37	14.99	19.91
3318	37.9	70	0	11.18	25.05	31.99
3319	46.9	72	0	9.17	21.03	25.95
3320	48.9	60.1	0	8.28	18.12	23.04
3321	51.1	72	1.26	10.51	23.94	36.01
3322	42.1	63	0.27	6.26	17	23.04
3323	29.1	46.9	0.01	5.14	14.99	23.04
3324	26.2	48	0	2.01	8.95	25.05
3325	37	44.1	0	6.93	14.99	23.04
3326	28.2	55.9	0.09	3.8	23.04	29.08
3327	29.1	44.1	0	6.49	18.12	25.95
3328	24.3	39.9	0	7.38	16.11	25.05
3329	19.2	41	0	5.82	16.11	23.94
3330	25.2	32	0	4.47	12.97	14.99
3331	21.2	34	0	6.04	17	25.95
3332	15.3	32	0	5.82	12.97	17
3333	23.2	35.1	0.33	4.03	12.08	14.99
3334	35.1	60.1	1.16	8.05	27.96	38.92
3335	37.9	57	0	2.46	14.99	21.03
3336	32	51.1	0	3.58	12.97	18.12
3337	26.2	53.1	0	6.49	16.11	21.92
3338	43	66	0	10.07	18.12	23.94
3339	45	71.1	0.04	8.5	23.04	29.97
3340	45	57	0.87	6.26	14.09	21.03
3341	43	46	0.19	6.26	12.97	17
3342	45	73	0.46	14.99	35.12	46.08
3343	39.9	55	0	14.09	29.97	38.92
3344	31.1	50	0	5.59	17	23.94
3345	24.3	52	0	3.8	16.11	23.94
3346	31.1	66.9	0	8.28	21.03	27.96
3347	46	73	0	9.17	21.03	27.96
3348	37.9	73.9	0	9.17	23.94	33.11
3349	35.1	64	0.1	8.5	25.05	33.11
3350	28.2	48.9	0.03	6.04	14.99	21.03
3351	35.1	52	0.08	5.37	12.97	23.94
3352	34	55	0	4.47	14.09	21.03
3353	37	57.9	0.04	3.58	17	25.05
3354	35.1	68	0	7.61	16.11	21.03
3355	46.9	78.1	0	7.16	16.11	19.91
3356	51.1	78.1	0	11.18	21.03	27.96
3357	57	79	0	14.32	25.05	31.09
3358	63	80.1	0	8.95	23.04	29.08
3359	59	78.1	0	5.82	12.08	21.03
3360	60.1	77	0.89	6.93	23.04	31.99
3361	57.9	80.1	1.87	3.8	31.99	46.98
3362	55	78.1	0	3.36	10.07	18.12
3363	57	86	0	5.37	17	23.94
3364	46	77	0	4.03	21.03	25.05
3365	48	72	0	3.13	14.99	23.94
3366	43	60.1	0.03	7.61	19.91	25.05
3367	39.9	43	0.09	6.71	12.97	19.91
3368	37	57	0	5.37	18.12	23.94
3369	32	66	0	6.71	23.04	25.95
3370	48	77	0	15.43	23.94	31.99
3371	54	78.1	0	14.09	27.96	36.01
3372	64	75.9	0.04	9.84	21.03	25.05
3373	55	64.9	0.06	6.26	16.11	19.91
3374	54	59	0.73	4.7	12.97	14.99
3375	54	75	0.08	6.71	19.91	29.08
3376	45	66.9	0	3.36	12.97	21.03
3377	42.1	69.1	0	6.93	16.11	21.03
3378	55	77	0	11.41	21.92	29.97
3379	66.9	78.1	0.01	14.32	29.08	38.92
3380	55.9	71.1	0.25	10.29	21.03	29.97
3381	44.1	62.1	0	7.61	17	31.99
3382	46	75.9	0	12.08	25.05	31.99
3383	37	62.1	0	8.95	21.03	31.99
3384	29.1	63	0	6.93	19.91	25.05
3385	53.1	69.1	0.09	14.32	31.99	38.92
3386	41	63	0	4.92	16.11	21.92
3387	37.9	52	0	10.29	25.05	42.95
3388	29.1	60.1	0	5.14	12.08	18.12
3389	46.9	75.9	0	11.63	23.94	31.09
3390	55	64	0.85	8.5	18.12	27.96
3391	45	64	0	9.17	19.91	23.04
3392	37.9	66	0	8.05	16.11	21.03
3393	39.9	66.9	0	9.62	21.92	29.08
3394	35.1	70	0	4.7	16.11	21.03
3395	37	72	0	4.25	14.99	19.91
3396	42.1	84	0	2.68	8.95	14.09
3397	53.1	88	0	3.8	14.09	21.03
3398	57	75	0	9.4	19.91	25.95
3399	53.1	81	0	8.95	19.91	27.96
3400	62.1	72	1.02	7.38	18.12	25.05
3401	61	77	0	4.92	19.91	23.94
3402	50	73.9	0	4.25	12.97	18.12
3403	53.1	81	0	10.74	19.91	23.94
3404	59	84	0	11.41	21.03	27.96
3405	64	87.1	0.52	7.83	17	21.92
3406	64	84.9	0.24	5.59	23.94	33.11
3407	60.1	78.1	0	5.82	12.97	21.03
3408	57.9	64.9	0	8.05	12.97	16.11
3409	59	77	0.18	7.83	14.99	21.92
3410	66	87.1	0.09	8.72	27.96	35.12
3411	63	79	0.44	4.47	14.99	19.91
3412	55	73.9	0	2.24	14.09	17
3413	48.9	61	0.68	4.7	12.08	21.92
3414	50	66.9	0.68	3.8	14.99	23.94
3415	50	75	0	6.26	16.11	21.92
3416	60.1	82	0	6.71	17	27.96
3417	57.9	81	0.12	1.34	6.93	10.07
3418	64.9	84	0	5.37	14.09	18.12
3419	63	82.9	0	5.37	14.99	18.12
3420	64	81	0.56	3.58	16.11	23.94
3421	59	78.1	0	4.47	12.08	16.11
3422	52	82	0	5.14	21.92	27.96
3423	48	66.9	0	5.14	17	23.94
3424	42.1	73	0	2.46	12.97	19.91
3425	57	69.1	0.27	4.7	12.97	19.91
3426	57	64	0.1	5.82	12.97	17
3427	57	62.1	0.07	4.47	12.08	14.99
3428	55.9	71.1	0	6.26	14.99	21.03
3429	62.1	77	0.3	3.8	12.97	18.12
3430	53.1	70	0.22	4.03	14.09	21.03
3431	51.1	68	0.02	2.68	14.09	21.03
3432	50	82.9	0	4.47	14.09	21.03
3433	59	87.1	0	3.8	16.11	21.03
3434	64	89.1	0	6.71	14.99	19.91
3435	68	88	0	7.38	12.97	18.12
3436	59	87.1	0	2.91	12.08	16.11
3437	64.9	75.9	1.95	5.59	14.99	21.92
3438	66	84	0.5	4.92	16.11	19.91
3439	70	84.9	0	5.37	16.11	18.12
3440	66.9	86	0	4.92	21.92	31.09
3441	70	88	0	0.89	8.05	10.07
3442	70	91	0.07	4.25	17	23.94
3443	69.1	91.9	0.61	4.25	17	23.94
3444	70	89.1	0.69	10.96	42.95	59.06
3445	71.1	82	0.04	8.72	16.11	21.92
3446	66.9	88	0.05	5.82	12.97	21.92
3447	57.9	81	0	4.92	17	21.92
3448	52	82	0	3.36	14.09	18.12
3449	59	84.9	0	3.36	10.07	17
3450	69.1	91.9	0	8.05	16.11	23.94
3451	70	93	0	6.93	14.99	21.03
3452	62.1	84.9	0	3.13	12.97	16.11
3453	59	90	0	4.03	12.08	14.99
3454	70	91	0.45	3.58	33.11	40.94
3455	73	91.9	0	5.59	14.99	19.91
3456	66.9	82.9	0.1	7.61	23.04	35.12
3457	59	82	0	9.62	23.04	29.97
3458	55.9	84	0	2.24	12.97	25.05
3459	55.9	88	0	3.8	10.07	16.11
3460	66.9	91	0	10.07	19.91	23.94
3461	72	91.9	0.12	6.93	14.99	23.04
3462	66.9	91	1.62	6.49	29.08	42.95
3463	69.1	88	0.1	2.01	14.99	19.91
3464	71.1	84.9	0	6.26	16.11	23.04
3465	64	84.9	0	3.8	12.08	17
3466	64.9	90	0	4.7	12.97	16.11
3467	71.1	78.1	1.25	4.7	12.08	17
3468	69.1	89.1	0.91	4.7	36.91	55.03
3469	69.1	88	0.01	4.03	14.99	18.12
3470	72	89.1	0	5.82	14.99	18.12
3471	71.1	88	1.66	4.25	17	35.12
3472	70	78.1	1.48	5.82	14.09	17
3473	69.1	84.9	0.02	4.25	14.99	18.12
3474	73	95	0.42	6.71	31.09	38.92
3475	72	91	0	6.04	17	25.05
3476	73	93	0.06	7.61	23.04	31.09
3477	71.1	93.9	0.25	6.04	21.92	36.01
3478	68	91	0	5.82	14.09	18.12
3479	69.1	88	0	2.01	14.09	16.11
3480	73	90	0	2.91	8.95	17
3481	70	91	0.37	3.13	19.91	29.97
3482	72	93.9	0	3.13	12.08	21.03
3483	73	95	0	3.36	12.08	16.11
3484	71.1	95	1.58	6.49	29.97	38.03
3485	70	87.1	1.98	6.26	14.99	17
3486	68	90	0	4.03	14.09	16.11
3487	72	93	0	7.38	14.09	18.12
3488	73.9	93	0	4.7	18.12	25.95
3489	70	89.1	0	4.92	12.97	17
3490	70	90	0	4.03	8.95	14.09
3491	73	93	0	7.83	14.99	19.91
3492	72	95	0	4.47	12.08	12.97
3493	73.9	95	0	5.59	10.07	12.97
3494	77	96.1	0	8.72	14.99	19.91
3495	75	97	0.13	7.83	23.04	31.09
3496	75.9	95	0	2.01	10.07	19.91
3497	73.9	96.1	0	7.16	19.91	23.94
3498	75	91.9	0	4.92	10.07	17
3499	73.9	95	0.03	4.92	17	21.03
3500	72	96.1	0.13	6.93	21.92	27.07
3501	73	91	0.04	5.82	12.97	17
3502	73	91	0.28	4.03	14.09	19.01
3503	73	88	0	8.72	14.99	19.91
3504	69.1	87.1	1.02	6.71	12.08	16.11
3505	73	88	0.18	3.8	12.08	14.99
3506	73.9	93	0	7.38	12.97	17
3507	73.9	86	0.39	4.92	14.09	19.01
3508	73	89.1	0.54	6.71	14.99	21.03
3509	75	91	0	5.59	19.91	25.95
3510	73	91.9	0	5.37	12.97	19.01
3511	73.9	91.9	0	4.03	12.08	14.99
3512	75.9	93.9	0	6.04	14.09	17
3513	77	93.9	0	9.84	18.12	23.94
3514	77	96.1	0	6.26	14.99	19.91
3515	75	96.1	0	6.04	14.09	18.12
3516	75	95	0	7.61	14.09	17
3517	75	97	0	7.61	27.96	33.11
3518	73.9	93	0	4.25	12.97	21.03
3519	75	91	0.38	2.68	12.97	14.99
3520	73.9	91	0	2.24	19.91	23.04
3521	73.9	93.9	0	6.26	17	27.07
3522	66.9	87.1	0	2.91	12.08	21.03
3523	64.9	89.1	0	4.47	12.97	17
3524	64	87.1	0	3.13	8.95	12.97
3525	64.9	91.9	0	3.58	12.08	14.99
3526	72	99	0	3.8	12.08	16.11
3527	75	98.1	0.18	4.92	19.91	25.95
3528	71.1	90	0	7.61	14.99	21.03
3529	69.1	90	0	5.59	12.97	17
3530	66.9	91.9	0	4.92	14.09	18.12
3531	71.1	95	0	3.36	12.97	18.12
3532	71.1	93.9	0.01	4.7	14.99	19.91
3533	64	75	1.13	11.41	23.94	35.12
3534	64	81	0.44	7.83	23.04	27.96
3535	61	82.9	0	4.25	14.99	25.05
3536	57.9	84	0	2.46	10.07	14.99
3537	61	91	0	4.03	12.97	16.11
3538	66.9	93.9	0	4.47	12.97	16.11
3539	68	96.1	0	6.71	16.11	19.91
3540	71.1	93.9	0	6.71	12.08	16.11
3541	73.9	91.9	0	8.05	14.99	19.01
3542	72	91	0	6.04	14.99	19.91
3543	69.1	88	0	6.71	14.99	23.04
3544	64	91	0	4.03	10.07	14.09
3545	66	91	0	3.8	12.97	17
3546	66	90	0	7.83	17	21.92
3547	68	82.9	0	8.5	14.99	21.03
3548	66	89.1	0	3.58	10.07	14.09
3549	71.1	90	0.06	3.58	12.97	17
3550	71.1	79	1.3	5.59	14.09	23.94
3551	71.1	75	0.02	7.38	14.09	21.03
3552	70	75	0.49	10.74	18.12	27.07
3553	71.1	82.9	0.23	6.93	14.99	19.91
3554	66.9	84.9	0	4.47	10.07	16.11
3555	64	91.9	0	1.34	12.97	14.99
3556	69.1	73.9	0	6.71	12.97	18.12
3557	64.9	75.9	0.02	5.59	12.08	16.11
3558	66.9	80.1	0	3.58	14.09	17
3559	66	86	0.45	5.14	21.92	29.08
3560	64.9	79	0.32	6.49	18.12	23.04
3561	71.1	82.9	0.14	7.61	17	21.92
3562	66	84	0	3.8	17	23.04
3563	62.1	79	0	2.68	10.07	14.09
3564	62.1	79	0	3.13	8.95	12.08
3565	62.1	75.9	0	8.5	17	19.91
3566	60.1	72	0	10.29	17	23.04
3567	59	72	0.02	10.29	17	23.94
3568	64.9	73.9	0.36	9.4	18.12	25.05
3569	63	70	6.45	16.11	31.99	46.98
3570	52	73	0.13	7.38	17	27.96
3571	45	68	0	5.37	16.11	21.92
3572	43	68	0	3.36	12.08	17
3573	48	73	0	1.57	8.05	12.97
3574	48	79	0	2.68	10.07	14.09
3575	53.1	70	0	5.82	14.09	18.12
3576	52	72	0	2.68	10.07	14.09
3577	51.1	78.1	0	0.22	8.05	14.99
3578	57	82	0	4.7	12.97	17
3579	60.1	84	0	7.61	17	21.92
3580	62.1	88	0	2.91	10.07	14.09
3581	61	86	0	3.8	12.08	18.12
3582	55.9	78.1	0	7.61	18.12	29.08
3583	42.1	64	0	8.28	17	25.05
3584	39.9	70	0	6.71	14.99	19.91
3585	46.9	78.1	0	5.59	14.99	21.92
3586	44.1	66	0	2.68	14.99	19.01
3587	39	68	0	1.79	10.07	12.97
3588	46.9	75	0.14	6.71	19.91	25.05
3589	54	73.9	0	4.25	12.08	16.11
3590	48	78.1	0	4.7	14.09	18.12
3591	55.9	84	0	4.92	14.09	19.01
3592	54	71.1	0	6.04	18.12	25.05
3593	52	64	0	2.68	10.07	12.97
3594	50	79	0	3.36	10.07	14.09
3595	55.9	82.9	0.01	5.14	12.97	16.11
3596	45	69.1	0.07	7.16	18.12	29.08
3597	37.9	64.9	0	2.91	14.99	19.01
3598	37	71.1	0	1.57	10.07	12.97
3599	37.9	64	0	3.8	16.11	21.03
3600	33.1	66.9	0	2.91	8.05	10.07
3601	46.9	66.9	0	5.59	17	27.07
3602	37	64.9	0	3.36	12.97	21.92
3603	36	70	0	4.7	12.97	19.01
3604	30.2	55	0	7.83	19.91	25.05
3605	24.3	64	0.06	1.57	6.93	10.96
3606	44.1	54	0.27	4.47	12.08	18.12
3607	37	64	0	1.79	8.95	12.97
3608	35.1	69.1	0	1.34	10.07	12.97
3609	37	69.1	0	0.67	8.05	12.97
3610	39	75.9	0	0.89	8.05	8.95
3611	42.1	77	0	9.17	23.94	38.03
3612	31.1	53.1	0	6.49	18.12	25.05
3613	27.1	54	0	5.14	16.11	23.04
3614	27.1	57.9	0	2.46	10.07	14.99
3615	28.2	62.1	0	3.58	10.07	14.09
3616	46.9	72	0.06	1.57	12.08	14.99
3617	52	73.9	0	2.01	8.95	12.08
3618	32	57.9	0	4.92	14.09	21.03
3619	27.1	55.9	0	0.67	8.05	10.96
3620	31.1	59	0	5.37	19.91	27.96
3621	57.9	72	0.06	12.97	21.92	31.99
3622	64.9	77	0.07	12.97	27.96	33.11
3623	46	68	0	6.49	23.94	29.97
3624	33.1	57.9	0	3.58	14.99	19.91
3625	33.1	54	0	2.91	12.97	18.12
3626	41	46.9	0.32	3.58	8.95	12.97
3627	42.1	59	0.41	4.47	14.09	19.01
3628	43	48.9	0.56	7.83	14.99	21.03
3629	37	60.1	0	2.01	8.95	14.99
3630	37.9	52	0	4.25	14.09	19.91
3631	27.1	41	0	3.8	14.09	21.92
3632	20.1	45	0	1.79	10.07	14.09
3633	23.2	46	0	2.91	8.95	14.09
3634	37	62.1	0.03	5.37	12.97	16.11
3635	37.9	55	0	2.68	10.07	14.09
3636	34	52	0	3.58	10.07	16.11
3637	24.3	41	0	6.49	16.11	23.94
3638	19.2	32	0.01	4.7	12.97	17
3639	28.2	48.9	0.01	6.49	14.99	19.01
3640	43	75	0.22	11.41	25.95	34
3641	34	46.9	0.21	9.62	17	25.95
3642	29.1	45	0	4.47	12.97	19.01
3643	27.1	59	0	2.24	8.95	12.97
3644	37.9	66	0	7.38	14.99	19.01
3645	29.1	53.1	0	2.91	12.97	17
3646	43	59	0.02	3.13	14.99	17
3647	48	60.1	0	5.14	10.07	16.11
3648	46.9	60.1	0.04	4.92	12.97	17
3649	52	68	0.01	10.29	19.91	25.95
3650	36	60.1	0	2.91	8.95	14.99
3651	39	63	0.35	7.83	21.92	36.91
3652	28.2	48	0	8.28	21.03	31.99
3653	23.2	50	0	8.72	21.03	23.94
3654	41	50	0.54	6.49	17	21.03
3655	46.9	51.1	1.08	5.59	10.07	14.09
3656	46.9	55.9	0.31	5.37	14.99	19.91
3657	41	64	0	5.82	16.11	25.95
3658	29.1	44.1	0	2.01	12.08	16.11
3659	32	43	0.25	6.04	14.09	19.01
3660	20.1	32	0.6	9.62	21.03	31.99
3661	15.3	27.1	0	4.92	14.09	21.03
3662	9.1	31.1	0	2.46	8.95	12.08
3663	24.3	48	0	5.14	14.99	19.91
3664	39.9	57	0	6.04	12.97	18.12
3665	54	73	0	12.53	27.96	35.12
3666	50	75.9	0.01	7.38	18.12	23.04
3667	42.1	55	0	6.71	17	23.04
3668	39.9	57	0.02	5.82	16.11	21.03
3669	44.1	51.1	0	4.47	12.08	17
3670	46.9	62.1	0.04	8.28	12.97	0
3671	45	70	0	6.49	17	27.07
3672	36	63	0	1.34	8.05	12.97
3673	46	59	0.09	2.91	8.95	12.08
3674	51.1	55	0.38	3.58	12.08	14.09
3675	53.1	55.9	0.09	5.82	23.04	25.95
3676	43	60.1	0.28	9.84	25.05	31.09
3677	41	63	0	6.04	19.91	29.08
3678	36	73	0	7.61	17	23.94
3679	43	70	0.06	13.42	23.94	38.03
3680	30.2	51.1	0	6.49	16.11	25.95
3681	27.1	52	0	9.4	21.92	27.96
3682	30.2	54	0.02	8.05	23.04	31.99
3683	30.2	46	0	6.26	21.03	29.08
3684	31.1	68	0	12.75	25.95	33.11
3685	42.1	70	0	3.8	10.07	14.09
3686	37	61	0	2.24	12.08	17
3687	34	48.9	0.06	4.7	12.08	19.01
3688	26.2	45	0	4.7	14.09	19.91
3689	27.1	60.1	0.01	4.92	16.11	23.04
3690	31.1	68	0	4.7	12.97	16.11
3691	48.9	75.9	0	12.53	21.03	29.97
3692	54	73.9	0.09	5.82	18.12	23.04
3693	32	60.1	0.11	10.96	23.94	40.04
3694	26.2	51.1	0	6.71	21.92	25.95
3695	41	73	0	12.3	21.92	29.08
3696	57.9	82.9	0.05	11.41	25.05	33.11
3697	37	64	0	7.16	14.99	27.96
3698	30.2	64	0	4.7	17	23.04
3699	39	55.9	0.34	5.37	14.99	25.05
3700	32	53.1	0	6.71	21.03	29.97
3701	34	66	0	6.71	19.91	25.05
3702	37	73	0	7.61	25.05	29.97
3703	44.1	73	0	4.7	16.11	21.03
3704	42.1	73	0	1.79	12.97	23.04
3705	44.1	66	0	5.82	12.97	17
3706	51.1	70	0	3.8	12.08	14.99
3707	50	77	0	3.36	12.97	17
3708	46.9	80.1	0	3.58	14.09	17
3709	52	81	0	13.2	29.97	38.92
3710	37	55.9	0	4.47	14.09	21.03
3711	35.1	66	0	5.37	14.99	21.03
3712	50	77	0	7.16	19.91	23.04
3713	59	79	0.97	17.22	35.12	44.07
3714	39	62.1	0	8.05	18.12	29.97
3715	31.1	54	0	6.71	21.03	33.11
3716	25.2	54	0	2.46	12.97	17
3717	30.2	53.1	0	6.26	17	23.94
3718	34	64.9	0	6.71	17	21.03
3719	48.9	73.9	0	13.87	23.04	33.11
3720	46	69.1	0.05	8.5	23.04	31.99
3721	37	75	0	6.04	23.04	27.96
3722	41	69.1	0	10.74	23.04	36.91
3723	31.1	50	0	4.47	14.09	23.94
3724	30.2	48	0.03	4.92	16.11	21.03
3725	26.2	42.1	0.56	8.28	18.12	23.04
3726	30.2	54	0.25	10.51	23.04	40.94
3727	24.3	39.9	0	10.51	23.94	35.12
3728	24.3	50	0	6.04	17	25.05
3729	23.2	57.9	0.03	4.92	16.11	19.91
3730	44.1	64	0.5	7.83	23.94	35.12
3731	36	57	0	7.16	21.03	29.97
3732	30.2	66	0	3.58	12.97	17
3733	50	82	0.2	5.82	14.99	21.92
3734	39	64	0	8.28	21.03	29.08
3735	31.1	55.9	0	7.38	14.09	18.12
3736	37	71.1	0	9.62	23.04	27.07
3737	52	75.9	0	10.74	21.03	27.07
3738	52	77	0	6.93	16.11	23.04
3739	59	79	0.06	9.17	18.12	21.03
3740	60.1	80.1	0.06	7.61	16.11	21.92
3741	55	73	0	4.92	16.11	21.03
3742	55	66.9	0	8.95	16.11	21.92
3743	57.9	79	0.42	10.74	25.05	35.12
3744	48.9	75	0	6.04	14.09	25.95
3745	48.9	69.1	0	6.04	16.11	21.03
